category,CodedMonth,Month,Year,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,latitude,longitude,id
2,2017-03,3,2017,3/17/17 21:00,64711,5,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",525,CLARA AVE,47, , ,525,CLARA,38.65155035,-90.28290985,1048
2,2017-03,3,2017,3/17/17 21:00,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",5612,MINNESOTA AVE,1, , ,5612,MINNESOTA,38.56246568,-90.24389825,1049
2,2017-03,3,2017,3/17/17 21:00,64701,5,"LARCENY-FROM MTR VEH UNDER $500",5101,ST LOUIS AVE,52, , , , ,38.67269591,-90.25741421,1050
2,2017-03,3,2017,3/17/17 21:04,51312,4,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",1523,MALLINCKRODT ST,65, , ,1523,MALLINCKRODT,38.66009577,-90.19977544,1051
2,2017-03,3,2017,3/17/17 21:10,64701,5,"LARCENY-FROM MTR VEH UNDER $500",255,UNION BLVD,47,PARKING LOT, ,275,UNION,38.64637682,-90.27550803,1052
2,2017-03,3,2017,3/17/17 21:25,71030,6,"AUTO THEFT-PERM RETNT/JOY RIDE",428,BLASE AVE,74, ,REAR, , ,38.70656779,-90.2292337,1053
2,2017-03,3,2017,3/17/17 21:30,71013,2,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",5854,OAKLAND AVE,41,HARDEE S, ,5854,OAKLAND,38.63056564,-90.28565956,1054
2,2017-03,3,2017,3/17/17 22:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",4573,CARTER AVE,69, , ,4573,CARTER,38.68004588,-90.23551413,1055
2,2017-03,3,2017,3/17/17 22:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",1402,HEBERT ST,63, , ,1402,HEBERT,38.65379984,-90.1978099,1056
2,2017-03,3,2017,3/17/17 22:00,64711,5,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",5512,CLEMENS AVE,49,REAR PARKING LOT, ,5512,CLEMENS,38.65605655,-90.27859697,1057
6,2017-03,3,2017,3/17/17 22:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3900,S BROADWAY,18,5 MARKET, ,3900,BROADWAY,38.58408099,-90.22691058,1058
2,2017-03,3,2017,3/17/17 22:00,51322,3,"BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED",2342,ARKANSAS AVE,25, , ,2342,ARKANSAS,38.60828524,-90.23842135,1059
6,2017-03,3,2017,3/17/17 22:00,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4541,MCMILLAN AVE,54, , ,4541,MCMILLAN,38.65335679,-90.25231188,1060
2,2017-03,3,2017,3/17/17 22:30,65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",323,CLARA AVE,47, , ,323,CLARA,38.64934056,-90.28326703,1061
2,2017-03,3,2017,3/17/17 22:30,64701,2,"LARCENY-FROM MTR VEH UNDER $500",5465,ELIZABETH AVE,12, , ,5465,ELIZABETH,38.61386286,-90.28010741,1062
3,2017-03,3,2017,3/17/17 22:45,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",4680,CHIPPEWA ST,5,APPLEBEES, ,4680,CHIPPEWA,38.59098875,-90.27267415,1063
2,2017-03,3,2017,3/17/17 23:00,64701,2,"LARCENY-FROM MTR VEH UNDER $500",0,ART HILL PL / OAKLAND AVE,42, , , , ,38.63145242,-90.29320164,1064
2,2017-03,3,2017,3/17/17 23:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",9,N EUCLID AVE,38, , ,9,EUCLID,38.64064974,-90.26206922,1065
6,2017-03,3,2017,3/17/17 23:30,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2626,N BROADWAY,64, , ,2626,BROADWAY,38.65206123,-90.19028714,1066
2,2017-03,3,2017,3/17/17 23:45,64711,5,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",5340,DELMAR BLVD,47, , ,5340,DELMAR,38.65263957,-90.27516037,1067
3,2017-03,3,2017,3/17/17 23:45,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",0,CONVENTION PZ / I 70 EASTBOUND,35, , , , ,38.63150526,-90.18613695,1068
2,2017-03,3,2017,3/17/17 23:52,31111,1,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",4311,MINNESOTA AVE,17, , ,4311,MINNESOTA,38.57794513,-90.23830615,1069
2,2017-03,3,2017,3/18/17 0:01,31411,3,"ROBBERY-HIGHWAY  /STRNGARM/INJURY/SUCCESS",2844,MISSOURI AVE,22, , ,2841,MCNAIR,38.60272272,-90.22091072,1070
2,2017-03,3,2017,3/18/17 0:01,64711,2,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",6544,BERTHOLD AVE,44, , ,6544,BERTHOLD,38.63031662,-90.29850314,1071
6,2017-03,3,2017,3/18/17 0:10,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5832,S COMPTON AVE,1, ,ON STREET,5832,COMPTON,38.56154806,-90.24759817,1072
2,2017-03,3,2017,3/18/17 0:45,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",626,FASSEN ST,1, , ,626,FASSEN,38.56650306,-90.24833246,1073
6,2017-03,3,2017,3/18/17 1:15,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,KENNERLY AVE / N SARAH ST,56, , ,4034,MARKET,38.65838792,-90.2326416,1074
7,2017-03,3,2017,3/18/17 1:19,151130,5,"WEAPONS-STATE VIOL/UNLWFL USE/CARRYING",1100,GOODFELLOW BLVD,48, , , , ,38.6629532,-90.28539074,1075
2,2017-03,3,2017,3/18/17 1:30,31111,6,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",9000,RIVERVIEW DR,74,METRO TRANSIT, , , ,38.7272946,-90.22375932,1076
2,2017-03,3,2017,3/18/17 2:00,71013,2,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",6009,MANCHESTER AVE,41, , ,6009,MANCHESTER,38.62286818,-90.28681587,1077
3,2017-03,3,2017,3/18/17 2:25,41011,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",5653,DR MARTIN LUTHER KING DR,50, , , , ,38.67100449,-90.27675058,1078
6,2017-03,3,2017,3/18/17 3:20,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5622,DELMAR BLVD,47, , ,5340,DELMAR,38.65315219,-90.28343414,1079
2,2017-03,3,2017,3/18/17 3:20,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",5507,BEACON AVE,72, , ,5507,BEACON,38.69867259,-90.24475841,1080
6,2017-03,3,2017,3/18/17 3:25,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6800,VIRGINIA AVE,1, , ,6800,VIRGINIA,38.55548922,-90.25501834,1081
2,2017-03,3,2017,3/18/17 4:20,52212,6,"BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE",8110,N BROADWAY,74,REDY ROCK COMMUNICATIONS, ,8114,BROADWAY,38.71077082,-90.23002705,1082
2,2017-03,3,2017,3/18/17 4:33,64701,2,"LARCENY-FROM MTR VEH UNDER $500",5328,ELIZABETH AVE,12, , ,5328,ELIZABETH,38.61331269,-90.27668626,1083
3,2017-03,3,2017,3/18/17 4:45,91113,3,"SIMPLE ASSAULT-ADULT/NO INJURY",3442,CHIPPEWA ST,16, , ,3442,CHIPPEWA,38.5877871,-90.24225007,1084
6,2017-03,3,2017,3/18/17 5:35,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4448,FARLIN AVE,69, ,DOWNSTAIRS,4448,FARLIN,38.67317405,-90.23602454,1085
2,2017-03,3,2017,3/18/17 7:40,64701,1,"LARCENY-FROM MTR VEH UNDER $500",0,S 37TH ST / NEOSHO ST,16, , , , ,38.57704254,-90.25011888,1086
5,2017-03,3,2017,3/18/17 8:13,112010,2,"FRAUD-CREDIT DEVICE/OVER $150",1448,CENTRAL AVE,43, , ,1448,CENTRAL,38.62510618,-90.30413586,1087
2,2017-03,3,2017,3/18/17 9:00,69602,6,"LARCENY-ALL OTHER $500 - $24,999",4022,SULLIVAN AVE,56, , ,4022,SULLIVAN,38.66191405,-90.22804483,1088
2,2017-03,3,2017,3/18/17 9:00,71030,5,"AUTO THEFT-PERM RETNT/JOY RIDE",5325,DR MARTIN LUTHER KING DR,50, ,RESIDENCE/HOME,5325,DR MARTIN LUTHER KING,38.66649308,-90.26833289,1089
2,2017-03,3,2017,3/18/17 9:30,67701,6,"LARCENY-FROM BUILDING UNDER $500",4943,MARGARETTA AVE,69, , ,4943,MARGARETTA,38.67847367,-90.24849815,1090
2,2017-03,3,2017,3/18/17 9:40,51112,5,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",5179,RAYMOND AVE,51, , ,5179,RAYMOND,38.65797698,-90.2691938,1091
3,2017-03,3,2017,3/18/17 9:59,41013,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",4850,HAMMETT PL,55, , ,4850,HAMMETT,38.66518387,-90.25513921,1092
2,2017-03,3,2017,3/18/17 10:00,64701,6,"LARCENY-FROM MTR VEH UNDER $500",4739,GOODFELLOW BLVD,70,HOT STOP MARKET, ,1923,13TH,38.69872762,-90.26580909,1093
2,2017-03,3,2017,3/18/17 10:00,71013,5,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",4251,DELMAR BLVD,58, , ,4251,DELMAR,38.64774649,-90.24698931,1094
2,2017-03,3,2017,3/18/17 10:00,71030,4,"AUTO THEFT-PERM RETNT/JOY RIDE",3435,DELMAR BLVD,77, , ,4021,22ND,38.63985144,-90.22719658,1095
2,2017-03,3,2017,3/18/17 10:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 4TH ST / POPLAR ST,35, , , , ,38.62058527,-90.19046001,1096
2,2017-03,3,2017,3/18/17 10:30,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",7557,HALL ST,74, , ,7557,HALL,38.70368121,-90.22542113,1097
2,2017-03,3,2017,3/18/17 10:30,64501,1,"LARCENY-FROM MTR VEH OVER $25,000",3900,HOLLY HILLS BLVD,80, ,@CARONDELET PARK,3900,HOLLY HILLS,38.55971079,-90.26366978,1098
3,2017-03,3,2017,3/18/17 11:00,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3706,BAMBERGER AVE,15, , ,3706,BAMBERGER,38.59036694,-90.24921727,1099
8,2017-03,3,2017,3/18/17 11:21,250000,5,"LOITERING-BEGGING",211,N SKINKER BLVD,46, ,ON SIDEWALK, , ,38.64934961,-90.30071466,1100
2,2017-03,3,2017,3/18/17 12:30,64711,4,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",0,N 15TH ST / DELMAR BLVD,36, , , , ,38.63403955,-90.19966254,1101
2,2017-03,3,2017,3/18/17 12:45,64701,4,"LARCENY-FROM MTR VEH UNDER $500",326,S 21ST ST,36, ,@CLUB SOCIETY,326,21ST,38.62637754,-90.21130446,1102
2,2017-03,3,2017,3/18/17 13:00,69702,4,"LARCENY-ALL OTHER UNDER $500",1631,COCHRAN PL,62,PRESERVATION, ,1630,COCHRAN,38.64115181,-90.19872851,1103
3,2017-03,3,2017,3/18/17 13:21,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",5402,DR MARTIN LUTHER KING DR,78, , ,5400,DR MARTIN LUTHER KING,38.66734676,-90.27097204,1104
2,2017-03,3,2017,3/18/17 13:25,71013,1,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",4535,MINNESOTA AVE,17, , ,4535,MINNESOTA,38.57375569,-90.23919232,1105
2,2017-03,3,2017,3/18/17 14:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,DR MARTIN LUTHER KING DR / N L,35, ,ALIAS N LEONOR K SULLIVAN BLVD/MLK C, , ,38.63146292,-90.18164574,1106
2,2017-03,3,2017,3/18/17 14:00,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",5947,LAGOON DR,82, , , , ,38.64362244,-90.2932647,1107
8,2017-03,3,2017,3/18/17 14:22,250000,4,"LOITERING-BEGGING",0,N 4TH ST / COLE ST,62, , ,300,CARR,38.63363137,-90.1864242,1108
2,2017-03,3,2017,3/18/17 14:30,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6035,LAGOON DR,82, , , , ,38.64300677,-90.29606189,1109
8,2017-03,3,2017,3/18/17 14:45,250000,4,"LOITERING-BEGGING",1025,WASHINGTON AVE,35, ,WITHIN 20 FEET OF A CROSS WALK,1025,WASHINGTON,38.63165398,-90.19460452,1110
3,2017-03,3,2017,3/18/17 14:55,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",2048,DESOTO AVE,66, , ,2048,DESOTO,38.67304826,-90.21293047,1111
2,2017-03,3,2017,3/18/17 15:00,31421,4,"ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS",1200,LOCUST ST,36, , ,1200,LOCUST,38.63020403,-90.19773394,1112
2,2017-03,3,2017,3/18/17 15:17,51130,6,"BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY",5951,TARA LN,73, ,SINGLE FAMILY DWELLING,5951,TARA,38.71179482,-90.24585707,1113
3,2017-03,3,2017,3/18/17 15:25,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",0,DUNN RD / RIVERVIEW DR,75, , , , ,38.76935664,-90.18199345,1114
2,2017-03,3,2017,3/18/17 16:00,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4805,AUSTRIA AVE,4, , ,4805,AUSTRIA,38.56323577,-90.29141635,1115
2,2017-03,3,2017,3/18/17 16:30,63701,5,"LARCENY-SHOPLIFT UNDER $500",5237,DELMAR BLVD,51,KINGS BEAUTY SUPPLY, ,5237,DELMAR,38.65219613,-90.27162853,1116
2,2017-03,3,2017,3/18/17 16:30,51112,5,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",5793,MCPHERSON AVE,46, , ,5793,MCPHERSON,38.65147276,-90.28851733,1117
3,2017-03,3,2017,3/18/17 17:00,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3737,HYDRAULIC AVE,15, , ,3737,HYDRAULIC,38.58934905,-90.25090471,1118
2,2017-03,3,2017,3/18/17 17:00,52312,5,"BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED",820,N KINGSHIGHWAY BLVD,53, , ,820,KINGSHIGHWAY,38.65337845,-90.26276004,1119
2,2017-03,3,2017,3/18/17 17:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3621,VIRGINIA AVE,19, , ,3621,VIRGINIA,38.59067457,-90.2392032,1120
2,2017-03,3,2017,3/18/17 17:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",1344,UNION BLVD,51, ,VEHICLE PARKED ON STREET,1344,UNION,38.66194491,-90.27063377,1121
2,2017-03,3,2017,3/18/17 17:10,67701,3,"LARCENY-FROM BUILDING UNDER $500",2865,S 18TH ST,22, , ,2865,18TH,38.59919159,-90.21639966,1122
2,2017-03,3,2017,3/18/17 17:30,31111,1,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",0,GUSTINE AVE / MERAMEC ST,16, , ,3885,ALBERTA,38.58558851,-90.25285586,1123
2,2017-03,3,2017,3/18/17 17:35,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1401,MARKET ST,36, ,ON STREET, , ,38.62858568,-90.20162181,1124
3,2017-03,3,2017,3/18/17 18:00,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",5355,DELMAR BLVD,49, ,BJC PSC,5355,DELMAR,38.65382985,-90.27583845,1125
2,2017-03,3,2017,3/18/17 18:00,71040,3,"AUTO THEFT-PERM RETNT/ATTEMPT",3000,GRAVOIS AVE,30, , ,3000,GRAVOIS,38.60050892,-90.23241766,1126
7,2017-03,3,2017,3/18/17 18:40,151110,2,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",1639,S KINGSHIGHWAY BLVD,12, , , , ,38.62006345,-90.26609382,1127
2,2017-03,3,2017,3/18/17 18:45,51312,1,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",5636,FINKMAN ST,6, , ,5636,FINKMAN,38.57660646,-90.29162815,1128
2,2017-03,3,2017,3/18/17 19:00,64711,5,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",585,S KINGSHIGHWAY BLVD,38, ,STREET, , ,38.63507878,-90.26640877,1129
2,2017-03,3,2017,3/18/17 20:00,51212,3,"BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED",3302,SHENANDOAH AVE,25, , ,3302,SHENANDOAH,38.60893444,-90.2352753,1130
6,2017-03,3,2017,3/18/17 20:02,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3931,CALIFORNIA AVE,16, , ,3931,CALIFORNIA,38.58404964,-90.2323612,1131
2,2017-03,3,2017,3/18/17 20:16,69702,4,"LARCENY-ALL OTHER UNDER $500",1300,LOCUST ST,36, , ,1300,LOCUST,38.63102193,-90.19865329,1132
2,2017-03,3,2017,3/18/17 21:00,64701,5,"LARCENY-FROM MTR VEH UNDER $500",5640,DR MARTIN LUTHER KING DR,78, ,ALIAS MLK/GOODFELLOW, , ,38.6705418,-90.27746515,1133
6,2017-03,3,2017,3/18/17 21:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5448,THEODORE AVE,72, , ,5448,THEODORE,38.69414736,-90.24856171,1134
6,2017-03,3,2017,3/18/17 21:20,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",764,N EUCLID AVE,53, , ,764,EUCLID,38.65318016,-90.2597863,1135
3,2017-03,3,2017,3/18/17 21:37,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",4139,SHREVE AVE,69, , , , ,38.67871887,-90.24256285,1136
2,2017-03,3,2017,3/18/17 21:39,36421,3,"ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS",2700,S GRAND BLVD,25, , ,2700,GRAND,38.60741993,-90.24073314,1137
8,2017-03,3,2017,3/18/17 21:45,250000,4,"LOITERING-BEGGING",510,WASHINGTON AVE,35, , , , ,38.62971972,-90.18896168,1138
2,2017-03,3,2017,3/18/17 21:50,64701,3,"LARCENY-FROM MTR VEH UNDER $500",1517,S 8TH ST,21, , ,1517,8TH,38.61194617,-90.19978058,1139
2,2017-03,3,2017,3/18/17 21:56,51222,3,"BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED",2317,MICHIGAN AVE,25, ,TWO FAMILY APARTMENT BUILDING,2317,MICHIGAN,38.60833935,-90.23319943,1140
2,2017-03,3,2017,3/18/17 22:00,67701,1,"LARCENY-FROM BUILDING UNDER $500",4222,S 37TH ST,16, ,DOWN STAIRS,4222,37TH,38.58190769,-90.24585859,1141
3,2017-03,3,2017,3/18/17 22:10,41011,3,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",2130,STANSBURY ST,18, , , , ,38.58652755,-90.22453806,1142
6,2017-03,3,2017,3/18/17 22:15,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3743,PENNSYLVANIA AVE,19, , ,3743,PENNSYLVANIA,38.58773274,-90.23512365,1143
3,2017-03,3,2017,3/18/17 22:20,43012,2,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",3142,LACKLAND AVE,15,TYGRCON PROPERTIES, ,3142,LACKLAND,38.60379825,-90.26556293,1144
3,2017-03,3,2017,3/18/17 22:20,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",3001,N FLORISSANT AVE,60, , ,1904,DODIER,38.65298995,-90.20107448,1145
2,2017-03,3,2017,3/18/17 22:20,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",3606,CONNECTICUT ST,15, , ,3606,CONNECTICUT,38.60021315,-90.24256185,1146
7,2017-03,3,2017,3/18/17 22:48,151110,6,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",4949,NATURAL BRIDGE AVE,69,RALLYS,@RALLYS- NATURAL BRIDGE, , ,38.67597227,-90.24983064,1147
2,2017-03,3,2017,3/18/17 22:49,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",4060,GRAVOIS AVE,15,IMPORTS LTD., ,4060,GRAVOIS,38.59005667,-90.25440551,1148
2,2017-03,3,2017,3/18/17 23:00,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",3811,TAFT AVE,16, , ,3811,TAFT,38.57939425,-90.25196651,1149
2,2017-03,3,2017,3/18/17 23:30,71030,5,"AUTO THEFT-PERM RETNT/JOY RIDE",5645,TERRY AVE,50, , ,5645,TERRY,38.67739664,-90.27231807,1150
2,2017-03,3,2017,3/18/17 23:30,64701,5,"LARCENY-FROM MTR VEH UNDER $500",4167,WESTMINSTER PL,38, , ,4167,WESTMINSTER,38.64356051,-90.24643192,1151
4,2017-03,3,2017,3/18/17 23:37,82000,6,"ARSON-2ND DEGREE/SUCCESS",4106,CLARENCE AVE,68, , ,4106,CLARENCE,38.67281038,-90.23186991,1152
6,2017-03,3,2017,3/19/17 0:01,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3941,SCHILLER PL,5, , ,3941,SCHILLER,38.57436598,-90.26058837,1153
6,2017-03,3,2017,3/19/17 0:01,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3428,S COMPTON AVE,19, , ,3422,HAMPTON,38.59500182,-90.23659869,1154
3,2017-03,3,2017,3/19/17 0:05,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4961,ROSALIE ST,71, ,APT 6,4961,ROSALIE,38.69043887,-90.23663135,1155
6,2017-03,3,2017,3/19/17 0:15,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4229,W FARLIN AVE,68, , ,4229,FARLIN,38.67197354,-90.2321585,1156
2,2017-03,3,2017,3/19/17 0:30,51221,3,"BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED",2236,S JEFFERSON AVE,23, ,FIRST FLOOR,2236,JEFFERSON,38.60883729,-90.22180393,1157
3,2017-03,3,2017,3/19/17 0:30,44013,2,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",4266,MANCHESTER AVE,39, ,ON STREET,4266,MANCHESTER,38.62674967,-90.25661836,1158
6,2017-03,3,2017,3/19/17 0:40,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1804,S 8TH ST,21,APARTMENT COMPLEX, , , ,38.6089923,-90.20222091,1159
3,2017-03,3,2017,3/19/17 1:28,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",5604,GRAVOIS AVE,5, , , , ,38.57753397,-90.27214322,1160
2,2017-03,3,2017,3/19/17 2:00,71013,6,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",5326,CONDE ST,66, , ,5326,CONDE,38.67727509,-90.21329401,1161
2,2017-03,3,2017,3/19/17 2:00,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",4120,LOUISIANA AVE,16, , ,4121,LOUISIANA,38.58176913,-90.24151979,1162
3,2017-03,3,2017,3/19/17 2:20,91303,4,"SIMPLE ASSAULT-POLICE OFFICER/NO INJURY",500,N 14TH ST,36, , , , ,38.63193917,-90.19975953,1163
3,2017-03,3,2017,3/19/17 2:52,91303,2,"SIMPLE ASSAULT-POLICE OFFICER/NO INJURY",3440,S KINGSHIGHWAY BLVD,15, ,@TACO BELL - S KINGSHIGHWAY,3440,KINGSHIGHWAY,38.59628701,-90.27055034,1164
2,2017-03,3,2017,3/19/17 3:00,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3730,HUMPHREY ST,15, , ,3740,HUMPHREY,38.59834104,-90.24661944,1165
2,2017-03,3,2017,3/19/17 3:00,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",3968,SULLIVAN AVE,56, , ,3968,SULLIVAN,38.66152479,-90.2271487,1166
3,2017-03,3,2017,3/19/17 3:59,91303,6,"SIMPLE ASSAULT-POLICE OFFICER/NO INJURY",4511,CLARENCE AVE,68, , ,4511,CLARENCE,38.67893863,-90.22686716,1167
3,2017-03,3,2017,3/19/17 4:35,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",0,S 39TH ST / SHAW BLVD,27, , , , ,38.61574674,-90.24500879,1168
6,2017-03,3,2017,3/19/17 6:11,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,SCHROEDER PL / TESSON ST,4, , ,4700,TESSON,38.56304044,-90.28891384,1169
2,2017-03,3,2017,3/19/17 6:30,69602,5,"LARCENY-ALL OTHER $500 - $24,999",5247,LEXINGTON AVE,52, , ,5247,LEXINGTON,38.67753116,-90.25860711,1170
3,2017-03,3,2017,3/19/17 7:15,43012,2,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",6439,HOFFMAN AVE,11,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,6439,HOFFMAN,38.60891308,-90.29747253,1171
6,2017-03,3,2017,3/19/17 7:30,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5622,FINKMAN ST,6, , ,5622,FINKMAN,38.57655726,-90.29114311,1172
2,2017-03,3,2017,3/19/17 8:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",1720,MARKET ST,36, ,@MAIN POST OFFICE,1720,MARKET,38.62798991,-90.20599994,1173
5,2017-03,3,2017,3/19/17 8:50,115200,4,"FRAUD-STEALING BY DECEIT/UNDER $150",101,N BROADWAY,35,CALECO S BAR AND GRILL, ,420,BROADWAY,38.62673524,-90.19012168,1174
2,2017-03,3,2017,3/19/17 9:00,67701,6,"LARCENY-FROM BUILDING UNDER $500",8473,N BROADWAY,74, , ,8473,BROADWAY,38.7170256,-90.22988226,1175
2,2017-03,3,2017,3/19/17 9:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",1116,N KINGSHIGHWAY BLVD,53, , ,1116,KINGSHIGHWAY,38.6562142,-90.26238264,1176
2,2017-03,3,2017,3/19/17 9:46,64701,4,"LARCENY-FROM MTR VEH UNDER $500",823,WASHINGTON AVE,35, ,MARIOTT,823,WASHINGTON,38.63117874,-90.19243226,1177
2,2017-03,3,2017,3/19/17 10:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",0,DRURY LN / GLADYS AVE,73, , ,5517,MAPLE,38.71279812,-90.24634382,1178
8,2017-03,3,2017,3/19/17 10:19,250000,4,"LOITERING-BEGGING",0,N BROADWAY / COLE ST,35, , , , ,38.63355861,-90.18693843,1179
2,2017-03,3,2017,3/19/17 11:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",0,LEDUC ST / MARCUS AVE,56, , , , ,38.66262852,-90.25174481,1180
2,2017-03,3,2017,3/19/17 11:30,51130,5,"BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY",5145,PALM ST,52, , ,5145,PALM,38.67730563,-90.25578555,1181
2,2017-03,3,2017,3/19/17 11:30,51312,6,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",8817,LOWELL ST,74, , ,8817,LOWELL,38.72414549,-90.22744491,1182
